0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
50	0	0
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
100	21	22
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	48
150	47	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	74
200	73	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
250	99	100
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	124	126
300	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
350	150	151
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
400	176	177
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
450	202	203
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
500	228	229
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
550	253	255
600	279	280
600	279	280
600	279	280
600	279	280
600	279	280
600	279	280
600	279	280
